ref,type,datasource,content
1,text,,"Der PLR liegt südlich der Groß-Ziethener-Straße und reicht bis zur Pechsteinstraße / Würzburger Straße. Die westliche Grenze bildet der Lichtenrader Damm, östlich reicht der PLR bis zur Grenze zum Landkreis Dahme-Spreewalds des Landes Brandenburgs. Die Siedlungsstruktur weist als Hauptprägung Großsiedlungen der 60er – 80er Jahre und als Nebenprägung Einfamilienhausgebiete auf. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 88 Hektar.<br>Zum Ende 2015 waren im PLR rund 8.200 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um mehr als 9% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag unter dem bezirklichen Durchschnitt. Die Altersstruktur wies einen durchschnittlichen Anteil an Personen über 65 Jahren auf, der Anteil der unter 18-Jährigen lag weit über dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 43,5 Jahren.<br><br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einen vergleichsweise hohen positiven Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>- den auffallend hohen Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Arbeitslosen nach dem SGB II und III unter 25 Jahren an der entsprechenden Altersgruppe <br>- den stark erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- den erhöhten Anteil der Personen unter 15 Jahren in Bedarfsgemeinschaften nach SGB II an Einwohner_innen unter 15 Jahren<br>- einen vergleichsweise hohen Anteil von Empfänger_innen von Grundsicherung im Alter nach SGB XII an den Einwohner_innen im Alter über 65 Jahren<br><br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 4- (sehr niedrig/negativ) auf.<br>Im PLR befinden sich eine Grundschule und zwei Jugendfreizeiteinrichtungen und ein Familienzentrum."
1,titel,,1.5 Franziusweg / Rohrbachstraße
1,titel-sm,,"Ausschnitt PLR 07070705. Quelle: BK10, GeoVerm BA-TS"
1,image,070707_Abb_06.png,
1,text,,"Der PLR liegt südlich des Poleigrunds und reicht bis zur Grenze zum Landkreis Teltow-Fläming des Landes Brandenburg. Die obere westliche Grenze bildet die Motzener Straße, östlich reicht der PLR bis an die Bahntrasse der Dresdener Bahn. Die Siedlungsstruktur des PLR ist homogen durch Einfamilienhausgebiete geprägt. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 177 Hektar.<br>Zum Ende 2015 waren im PLR rund 7.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR kaum verändert. Der Anteil der Ausländer_innen an den Einwohnenden lag unter dem bezirklichen Durchschnitt. Die Altersstruktur wies auf einen erhöhten Anteil an Personen über 65 Jahren hin, der Anteil der unter 18-Jährigen lag über dem bezirklichen Vergleichswert. Der Altersdurchschnitt betrug 46,2 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einen vergleichsweise hohen positiven Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im PLR befindet sich eine Jugendfreizeiteinrichtung."
1,titel,,1.6 Horstwalder Straße / Paplitzer Straße
1,titel-sm,,"Ausschnitt PLR 07070706. Quelle: BK10, GeoVerm BA-TS"
1,image,070707_Abb_07.png,
1,text,,"Der PLR liegt am südlichen Rand des Bezirks unterhalb der Goltzstraße und reicht bis an die Grenze zum Landkreis Teltow-Fläming des Landes Brandenburg. Westlich endet der PLR an der Bahntrasse der Dresdner Bahn, östlich reicht er bis zum Kirchhainer Damm (B96). Die Siedlungsstruktur weist als Hauptprägung Einfamilienhausgebiete und als Nebenprägung Siedlungsbau der 50er Jahre auf. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 93 Hektar.<br>Zum Ende 2015 waren im PLR knapp 4.000 Personen melderechtlich registriert. In den fünf Jahren zuvor ist die Zahl der Einwohnenden im PLR um fast 4% gestiegen. Der Anteil der Ausländer_innen an den Einwohnenden lag weit unter dem bezirklichen Durchschnitt. Die Altersstruktur wies auf einen erhöhten Anteil an Personen über 65 Jahren hin, der Anteil der unter 18-Jährigen lag ebenso über dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 47,1 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einem vergleichsweise sehr hohen positiven Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf."
1,titel,,1.7 Wittelsbacherstraße
1,titel-sm,,"Ausschnitt PLR 07070707. Quelle: BK10, GeoVerm BA-TS"
1,image,070707_Abb_08.png,
1,text,,"Der PLR liegt am süd-östlichen Rand des Bezirks unterhalb der Pechsteinstraße / Würzburger Straße. Westlich endet der PLR am Kirchhainer Damm (B96) und reicht östlich bis zur Grenze zum Landkreis Dahme-Spreewald des Landes Brandenburg. Die Siedlungsstruktur des PLR ist homogen durch Einfamilienhausgebiete geprägt. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 99 Hektar.<br>Zum Ende 2015 waren im PLR rund 2.900 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um fast 2% verringert. Der Anteil der Ausländer_innen an den Einwohnenden lag weit unter dem bezirklichen Durchschnitt. Die Altersstruktur wies auf einen deutlich erhöhten Anteil an Personen über 65 Jahren hin, der Anteil der unter 18-Jährigen lag etwas über dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 49,2 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR keine auffälligen Werte auf.<br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 1- (hoch/negativ) auf.<br>Im PLR befinden sich keine Einrichtungen der sozialen Infrastruktur."
2,titel,,2.1 Entwicklung der Einwohner_innen
2,titel-sm,,"Einwohnerregisterstatistik, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_02,
2,text,,"Wachstum prozentual stärker als im Bezirk<br>- Die BZR Lichtenrade weist im Vergleich zum Vorjahr ein Wachstum der Einwohner_innenschaft auf. Betrachtet man die Planungsräume so zeigt sich ein Wachstum in den PLR Alt-Lichtenrade / Töpchiner Weg, Nahariyastraße, Horstwalderstraße/ Paplitzerstraße und Wittelsbacherstraße und ein Absinken der Einwohner_innenzahl in den PLR Kettinger Straße / Schillerstraße und John-Locke-Straße.<br>- In den vergangenen fünf Jahren ist die Einwohner_innenzahl in Lichtenrade prozentual deutlich weniger gestiegen als im Bezirk. Auffallend hoch ist der Anstiegswert jedoch im PLR Nahariyastraße, wo in fünf Jahren die Einwohner_innenzahl um mehr als 9% gestiegen ist."
2,titel-sm,,Dichte in EW/ha je Block (31.12.2015)
2,image,070707_Abb_09.png,
2,text,,Die Einwohner_innendichte ist in den PLR John-Locke-Straße und Nahariyastraße in den Blöcken der Großsiedlungen erkennbar höher als in den angrenzenden Einfamilienhausgebieten. Im Vergleich zu Gebieten im Innenstadtbereich ist die Einwohnerdichte in Lichtenrade aber insgesamt niedriger. Auffallend ist aber die insgesamt umfassende Besiedelung der Bezirksregion. Nur wenige Blöcke sind nicht durch Wohnbebauung geprägt.
2,titel,,2.2 Altersstruktur
2,titel-sm,,"KID B1 und B2, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_03,
2,titel-sm,,"Altersgruppen absolut und Anteile in %, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_04,
2,titel-sm,,"Prozentuale Veränderung der EW in fünf Jahren in 8 Altersgruppen, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_05,
2,text,,"Hoher Altersdurchschnitt und hohe Senior_innenanteile<br>- Ist-Stand: Der Altersdurchschnitt in Lichtenrade liegt deutlich über dem bezirklichen Vergleichswert. Lichtenrade weist das höchste Durchschnittsalter aller Bezirksregionen in Tempelhof-Schöneberg auf. Die PLR John-Locke-Straße und Wittelsbacherstraße fallen durch besonders hohe Durchschnittsalter auf, der PLR Nahariyastraße weist hingegen ein vergleichsweise geringes Durchschnittsalter auf.<br>- Der Anteil der unter 18-Jährigen ist in der BZR Lichtenrade höher als im Bezirk. Auffallend hoch ist der Anteil im PLR Nahariyastraße (20,6% - höchster Anteil aller PLR im Bezirk). Ebenso ist aber auch der Anteil der über 65-Jährigen in der BZR Lichtenrade auffallend hoch, mehr als jede vierte hier lebende Person weist ein Alter von 65 oder mehr Jahren auf. Der PLR John-Locke-Straße weist den höchsten Anteilswert von Personen über 65 Jahren aller PLR im Bezirk auf.<br>- In den letzten drei Jahren ist in Lichtenrade, insbesondere im PLR Nahariyastraße wieder ein Zuwachs an Kindern und Jugendlichen zu verzeichnen, nachdem in der Region über einen längeren Zeitraum eher negative Entwicklungen zu beobachten waren. Die Zahl der älteren und hochbetagten Menschen in der Bezirksregion steigt hingegen seit vielen Jahren konstant.<br>- Im PLR Horstwalder Straße / Paplitzer Straße liegt die Seniorenresidenz Lore Lipschitz, durch die der hohe Anteil älterer Menschen in diesem PLR mitbedingt wird. "
2,titel,,2.3 Einwohner_innen mit Migrationshintergrund
2,titel-sm,,"KID B3 und B4, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_06,
2,text,,"Geringer Anteil mit Migrationshintergrund<br>- Im Vergleich zum Bezirk und zu den anderen Bezirksregionen weist die BZR Lichtenrade vergleichsweise geringe Anteile an Personen mit Migrationshintergrund auf. In der Gruppe der Personen mit Migrationshintergrund sind die Herkunftsgebiete Polen, Staaten der ehemaligen Sowjetunion und des ehemaligen Jugoslawien und die Türkei am stärksten vertreten.<br>- Der Planungsraum Nahariyastraße weist Anteile mit Migrationshintergrund auf, die im Vergleich mit den anderen PLR der Bezirksregion hoch erscheinen, im Vergleich mit dem Bezirk und dem Land Berlin sind aber auch diese Werte als gering zu bewerten.<br>- Bei den Kindern und Jugendlichen unter 18 Jahren haben etwas mehr als ein Drittel einen Migrationshintergrund. Der Migrationshintergrund besteht jedoch nur im statistischen Sinne, die meisten Kinder und Jugendlichen haben keine eigene Migrationserfahrung.<br>- Der Anteil der über 65-Jährigen mit einem Migrationshintergrund ist vergleichsweise gering und liegt deutlich unter dem bezirklichen Durchschnitt.<br>- Die Daten zum Migrationshintergrund geben keine direkten Hinweise über geflüchtete Menschen in der Bezirksregion.<br>- Die beiden Planungsräume John-Locke-Straße und Nahariyastraße, deren Siedlungsstruktur durch Großsiedlungen geprägt ist, weisen vergleichsweise höhere Anteile an Einwohner_innen mit Migrationshintergrund auf als die anderen Planungsräume in der Bezirksregion Lichtenrade."
2,titel-sm,,Anteil der EW mit Migrationshintergrund an den EW gesamt in %. Stand 31.12.2015. Quelle: AfS
2,map-pr,Abb_09,
2,titel,,2.4 Wanderungen
2,titel-sm,,"KID C2 und C3, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_07,
2,text,,"Wanderungszuwachs<br>- Die die BZR Lichtenrade weist einen positiven Wanderungssaldo auf, der Indikatorwert liegt aber unter dem bezirklichen und gesamtstädtischen Vergleichswert. Bei den unter 6-Jährigen zeigt sich hingegen ein deutlicher Wanderungsgewinn in der BZR Lichtenrade (bezirklicher Vergleich Aufmerksamkeitsstufe 3, gesamtstädtisch Aufmerksamkeitsstufe 2).<br>- Veränderung: Im Vergleich zum Vorjahr ist der Wanderungssaldo in der BZR Lichtenrade leicht gestiegen. Bei den unter 6-Jährigen ist der Wanderungssaldo auch stärker angestiegen. Aus methodischen Gründen ist ein Vergleich zum Stand fünf Jahre zuvor nicht möglich."
2,titel-sm,,"KID C2 - Wanderungssaldi je 100 EW, Stand 31.12.2015. Quelle: AfS"
2,barchart,Abb_11,
2,titel,,2.5 Bevölkerungsprognose
2,text,,"Da in Tempelhof-Schöneberg Prognoseräume und Bezirksregionen identische Zuschnitte aufweisen, können hier direkt die Berechnungen aus der mittleren Variante übernommen werden."
2,titel-sm,,Auszug Bevölkerungsprognose 2016 mittlere Variante. Quelle: SenStadtUm
2,table,tab_08,
2,text,,"Geringfügig steigende Zahl der Einwohnenden<br>- In der BZR Lichtenrade ist ein Ansteigen der Einwohner_innenzahl um 0,5 % bis 2030 prognostiziert. Der prognostizierte Anstieg ist durch ein Wachsen der Anzahl der Personen in den Altersgruppen unter 18 Jahren und über 65 Jahre bedingt. <br>- Die Anzahl der Einwohner_innen im Erwerbsalter zwischen 25 und 55 Jahren ist hingegen sinkend prognostiziert. Auffallend stark ist der berechnete Anstieg der Personen im hohen Alter von 80 und mehr Jahren bis 2030."
2,titel,,2.6 Einwohner_innen mit Behinderung
2,text,,"Die folgende Tabelle weist die Daten aus der Statistik zu Menschen mit Behinderung, die vom Landesamt für Gesundheit und Soziales jährlich erstellt wird, aus. Eine Bewertung der Daten ist aufgrund fehlender fachlicher Vorgaben derzeitig nicht möglich."
2,titel-sm,,"Auszug Statistik zu Menschen mit Behinderung, Stand: 31.12.2015. Quelle: LaGeSo, eigene Tabelle"
2,table,tab_09,
3,titel,,3.1 Einordnung in die gesamtstädtische Sozialberichterstattung
3,titel-sm,,"KID F1-F5, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_10,
3,titel-sm,,Ausschnitt BZR Lichtenrade MSS 2015. Quelle: SenStadtUm
3,image,070707_Abb_12.png,
3,text,,"Auffallender Planungsraum Nahariyastraße<br>- Die BZR Lichtenrade wurde im Monitoring Soziale Stadtentwicklung (MSS) 2015 mit dem Status-Index mittel und dem Dynamik-Index negativ bewertet. Diese Bewertung lag für die Bezirksregion sowohl im MSS 2013 als auch im MSS 2015 vor.<br>- Die Planungsräume in der Bezirksregion weisen den Status mittel auf, Ausnahme im Monitoring Soziale Stadtentwicklung 2015 sind der PLR Wittelsbacherstraße der den Status hoch verzeichnet und der PLR Nahariyastraße, der mit dem Status-Index niedrig (MSS 2013) bzw. sehr niedrig (MSS 2015) bewertet wurde. Die PLR Wittelsbacherstraße und Nahariyastraße weisen beide den Dynamik-Index negativ auf, alle anderen PLR gelten als stabil."
3,titel,,3.2 Erwerbsbeteiligung und Arbeitslosigkeit
3,titel-sm,,"KID D1 und D2, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_11,
3,titel-sm,,KID D2. Stand: 31.12.2015. Quelle: AfS
3,map-pr,Abb_13,
3,text,,Arbeitslosigkeit geringer als im Bezirk<br>- Ist-Stand: In der BZR Lichtenrade liegt ein geringerer Anteil an Arbeitslosen an den EW im Erwerbsalter vor als im Bezirk und im Land Berlin. Der Anteil der sozialversicherungspflichtig Beschäftigten ist etwas höher als im Bezirk und im Land Berlin. Die Indikatorwerte lassen diesbezüglich keinen Aufmerksamkeitsbedarf erkennen. In den durch Großsiedlungen geprägten PLR John-Locke-Straße und Nahariyastraße sind die Arbeitslosenanteile vergleichsweise hoch und über den bezirklichen und gesamtstädtischen Vergleichswerten.<br>- Veränderung: Der Anteil der sozialversicherungspflichtig Beschäftigten ist in der BZR in den vergangenen fünf Jahren deutlich gestiegen. Der Anteil der Arbeitslosen hat sich geringfügig verringert.
3,titel,,3.3 Transferleistungsabhängigkeit
3,titel-sm,,"KID D4, D4+, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_12,
3,titel-sm,,KID D4. Stand: 31.12.2015. Quelle: AfS<br>Anteil aller Personen in Bedarfsgemeinschaften nach SGB II an den EW unter 65 J. (%)
3,map-pr,Abb_14,
3,text,,"Armutsrisiko geringer als im Bezirk<br>- Ist-Zustand: Die Indikatorwerte für die Bezirksregion liegen unter dem bezirklichen und gesamtstädtischen Vergleichswert, zwischen den Planungsräumen lassen sich aber starke Unterschiede erkennen. Obwohl die Bezirksregion bezüglich der Transferleistungsabhängigkeit unauffällige Daten aufweist, verzeichnet der PLR Nahariyastraße die höchsten diesbezüglichen Indikatorwerte aller Planungsräume im Bezirk. Der PLR Wittelsbacherstraße hingegen verzeichnet den geringsten Anteil aller PLR im Bezirk.<br>- Veränderung: Aufgrund der Revision der SGB II Daten sind zurzeit aus methodischen Gründen vergleiche mit den Daten der Vorjahre nicht möglich. Allerdings ließ sich auch schon in den Vorjahren vor der Revision im PLR Nahariyastraße ein konstantes Ansteigen des Anteils der Personen in SGB II beobachten."
3,titel,,3.4 Soziale Situation von Kindern und Jugendlichen
3,titel-sm,,"KID D3, D5, E7, E8, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_13,
3,titel-sm,,"KID D5, Stand: 31.12.2015. Quelle: AfS<br>Anteil der Personen in Bedarfsgemeinschaften (BG) nach SGB II unter 15 J. an EW unter 15 J. (%)"
3,map-pr,Abb_15,
