ref,type,datasource,content
1,table,tab_01,
1,text,,"Die Kernindikatoren zum Stand Dezember 2015 zeigen für die BZR auffällige Werte in Bezug auf:<br>- den Anteil der Einwohner_innen in einfacher Wohnlage (Aufmerksamkeitsstufe 2 im bezirklichen Vergleich)<br>- die Relation der Fläche der öffentlichen Spielplätze zu der Anzahl der Einwohnenden (Aufmerksamkeitsstufe 3 im bezirklichen und gesamtstädtischen Vergleich)<br>- den Anteil der betreuten Kinder in öffentlich geförderter Kindertagesbetreuung an Kindern unter 6 Jahren (Aufmerksamkeitsstufe 2 im gesamtstädtischen Vergleich)<br>- die Relation der Plätze in Jugendfreizeiteinrichtungen zu Kindern und Jugendlichen im Alter 6 bis unter 25 Jahren (Aufmerksamkeitsstufe 3 im bezirklichen und Aufmerksamkeitsstufe 2 im gesamtstädtischen Vergleich)<br>- den Anteil 65-Jähriger und Älterer an allen Einwohner_innen (Aufmerksamkeitsstufe 3 im bezirklichen und Aufmerksamkeitsstufe 2 im gesamtstädtischen Vergleich)<br>- den Anteil von Schüler_innen nicht deutscher Herkunftssprache an den Schüler_innen der öffentlichen Grundschulen (Aufmerksamkeitsstufe 2 aufgrund fachlichem Grenzwert)<br>- den Anteil von Schüler_innen mit Lernmittelkostenbefreiung an den Schüler_innen der öffentlichen Grundschulen (Aufmerksamkeitsstufe 2 aufgrund fachlichem Grenzwert)<br>Die weiteren Kernindikatoren, für die Aufmerksamkeitsstufen vergeben werden, liegen im neutralen Bereich oder im Bereich der Aufmerksamkeitsstufe 1 (keine Aufmerksamkeit geboten).<br>Im Monitoring Soziale Stadtentwicklung 2015 wurde die BZR Mariendorf mit dem Sozial-Index mittel und dem Dynamik-Index stabil bewertet (Veränderung zu MSS 2013 Dynamik-Index von negativ zu stabil)."
1,titel,,1.1 Rathausstraße
1,titel-sm,,"Ausschnitt PLR 07050501. Quelle: BK10, GeoVerm BA-TS"
1,image,070505_Abb_02.png,
1,text,,"Der PLR liegt unterhalb des Teltowkanals und reicht südlich bis an die Lankwitzer Straße (B101). Die westliche Grenze des PLR bildet die Berlin-Dresdener Eisenbahn, die entlang der Bezirksgrenze zu Steglitz-Zehlendorf verläuft, östlich endet der Planungsraum am Mariendorfer Damm. Die Siedlungsstruktur weist als Hauptprägung die verdichtete Blockrandbebauung und als Nebenprägung den Siedlungsbau der 50er Jahre auf. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 201 Hektar und gehört zu den größeren PLR des Bezirks.<br>Zum Ende 2015 waren im PLR rund 16.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um etwas mehr als 3% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag geringfügig unter dem bezirklichen Durchschnitt. Die Altersstruktur wies einen leicht erhöhten Anteil an Personen über 65 Jahren aus, der Anteil der unter 18-Jährigen lag unter dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 44,3 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einem vergleichsweise hohen negativen Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>- den erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Arbeitslosen nach dem SGB II und III unter 25 Jahren an der entsprechenden Altersgruppe <br>- den erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- den erhöhten Anteil der Personen unter 15 Jahren in Bedarfsgemeinschaften nach SGB II an Einwohner_innen unter 15 Jahren<br><br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im PLR befinden sich eine Grundschule, ein Gymnasium und eine Jugendfreizeiteinrichtung, ein weiteres Gebäude wird durch eine private Gemeinschaftsschule genutzt. Gegenwärtig wird das Schulgebäude in der Kurfürstenstraße als Ausweichstandort für ein weiteres Gymnasium genutzt (ein weiteres Gymnasium im PLR für min. 3 Jahre). Ebenso liegt das Dienstgebäude Rathausstraße im PLR, in dem das Jugendamt und das Gesundheitsamt und das Dienstgebäude Strelitzstraße in dem ebenfalls das Jugendamt und das Umwelt- und Naturschutzamt untergebracht sind."
1,titel,,1.2 Fritz-Werner-Straße
1,titel-sm,,"Ausschnitt PLR 07050502. Quelle: BK10, GeoVerm BA-TS"
1,image,070505_Abb_03.png,
1,text,,"Der PLR liegt südlich der Lankwitzer Straße und reicht bis zur Untertürkheimer Straße. Die westliche Grenze des PLR bildet die Berlin-Dresdener Eisenbahn, die entlang der Bezirksgrenze zu Steglitz-Zehlendorf verläuft, östlich endet der Planungsraum am Mariendorfer Damm. Die Siedlungsstruktur weist als Hauptprägung den Siedlungsbau der 50er Jahre und als Nebenprägung Großsiedlungen der 60er – 80er Jahre auf. Die Fläche des PLR wird überwiegend durch Gewerbe- und Industrie, sowie durch großflächigen Einzelhandel genutzt. Der PLR umfasst eine Fläche von rund 172 Hektar. <br>Zum Ende 2015 waren im PLR rund 8.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um etwas mehr als 7% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag im Bereich des bezirklichen Durchschnitts. Die Altersstruktur wies einen hohen Anteil an Personen über 65 Jahren aus, der Anteil der unter 18-Jährigen lag weit unter dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 47,1 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einen vergleichsweise geringen Anteil an Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse<br>- einem vergleichsweise hohen positiven Wanderungssaldo je 100 Einwohner_innen <br>- einem vergleichsweise sehr hohen positiven Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>- den erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Arbeitslosen nach dem SGB II und III unter 25 Jahren an der entsprechenden Altersgruppe <br>- den erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- den erhöhten Anteil der Personen unter 15 Jahren in Bedarfsgemeinschaften nach SGB II an Einwohner_innen unter 15 Jahren<br><br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2- (mittel/negativ) auf.<br>Im PLR liegen zwei Grundschulen und eine Jugendfreizeiteinrichtung."
1,titel,,1.3 Eisenacher Straße
1,titel-sm,,"Ausschnitt PLR 07050503. Quelle: BK10, GeoVerm BA-TS"
1,image,070505_Abb_04.png,
1,text,,"Der PLR liegt unterhalb der Ullsteinstraße und reicht südlich bis Alt-Mariendorf. Westlich bildet der Mariendorfer Damm die Begrenzung des PLR, östlich endet dieser an der Rixdorfer Straße. Die Siedlungsstruktur weist als Hauptprägung den Siedlungsbau der 20er – 30er Jahre und als Nebenprägung den Siedlungsbau der 50er Jahre auf. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 154 Hektar.<br>Zum Ende 2015 waren im PLR rund 9.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um etwas mehr als 2% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag deutlich unter dem bezirklichen Durchschnitt. Die Altersstruktur wies einen hohen Anteil an Personen über 65 Jahren auf, der Anteil der unter 18-Jährigen lag weit unter dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 47,7 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- den erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- den erhöhten Anteil der Personen unter 15 Jahren in Bedarfsgemeinschaften nach SGB II an Einwohner_innen unter 15 Jahren<br><br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im PLR liegen eine Grundschule, eine Jugendfreizeiteinrichtung und eine Seniorenfreizeitstätte."
1,titel,,1.4 Imbrosweg
1,titel-sm,,"Ausschnitt PLR 07050504. Quelle: BK10, GeoVerm BA-TS"
1,image,070505_Abb_05.png,
1,text,,"Der PLR endet nördlich am neuen St. Michael-Kirchhof und reicht südlich bis zur Britzer Straße. Westlich bildet die Rixdorfer Straße die Grenze des PLR, östlich reicht dieser bis zur Bezirksgrenze zu Neukölln. Die Siedlungsstruktur weist als Hauptprägung den Siedlungsbau der 50er Jahre und als Nebenprägung Einfamilienhausgebiete auf. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 127 Hektar.<br>Zum Ende 2015 waren im PLR rund 5.500 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um weniger als 2% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag deutlich unter dem bezirklichen Durchschnitt. Die Altersstruktur wies einen hohen Anteil an Personen über 65 Jahren auf, der Anteil der unter 18-Jährigen lag ebenso über dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 46,1 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einem vergleichsweise hohen positiven Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>- den erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Arbeitslosen nach dem SGB II und III unter 25 Jahren an der entsprechenden Altersgruppe <br>- den erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- den erhöhten Anteil der Personen unter 15 Jahren in Bedarfsgemeinschaften nach SGB II an Einwohner_innen unter 15 Jahren<br><br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im PLR liegen eine Grundschule, ein Nachbarschafts- und Familienzentrum sowie eine Jugendfreizeitstätte."
1,titel,,1.5 Hundsteinweg
1,titel-sm,,"Ausschnitt PLR 07050505. Quelle: BK10, GeoVerm BA-TS"
1,image,070505_Abb_06.png,
1,text,,"Der PLR verläuft unterhalb von Alt-Mariendorf bzw. der Britzer Straße und reicht südlich zum Frei- und Hallenbad Mariendorf. Die westliche Grenze des PLR ist der Mariendorfer Damm, die östliche Grenze ist die Bezirksgrenze zu Neukölln. Die Siedlungsstruktur weist als Hauptprägung Einfamilienhausgebiete und als Nebenprägung den Siedlungsbau der 50er Jahre auf. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 230 Hektar und gehört zu den größeren PLR des Bezirks.<br>Zum Ende 2015 waren im PLR rund 11.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um rund 2% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag auffallend unter dem bezirklichen Durchschnitt. Die Altersstruktur wies einen auffallend hohen Anteil an Personen über 65 Jahren auf, der Anteil der unter 18-Jährigen lag im durchschnittlichen Bereich. Der Altersdurchschnitt lag bei 48,7 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einen vergleichsweise hohen positiven Wanderungssaldo der unter 6-Jährigen je 100 Personen dieser Altersgruppe<br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im PLR befinden sich keine Einrichtungen der sozialen bezirklichen Infrastruktur."
1,titel,,1.6 Birnhornweg
1,titel-sm,,"Ausschnitt PLR 07050506. Quelle: BK10, GeoVerm BA-TS"
1,image,070505_Abb_07.png,
1,text,,"Der PLR liegt am südlichen Ende von Mariendorf unterhalb des Titliswegs und endet an der Föttingerzeile. Westlich bildet die Daimlerstraße die Grenze des PLR, östlich reicht dieser bis an den Mariendorfer Damm. Die Siedlungsstruktur des PLR ist homogen durch Einfamilienhausgebiete geprägt. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. Der PLR umfasst eine Fläche von rund 53 Hektar und ist der kleinste PLR des Bezirks.<br>Zum Ende 2015 waren im PLR rund 2.200 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um rund 4% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag weit unter dem bezirklichen Durchschnitt. Die Altersstruktur wies einen hohen Anteil an Personen über 65 Jahren auf, der Anteil der unter 18-Jährigen lag aber auch über dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 47,4 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- einen vergleichsweise hohen Anteil 65-Jähriger und Älterer an den Einwohner_innen <br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2- (mittel/negativ) auf.<br>Im PLR befinden sich keine Einrichtungen der sozialen bezirklichen Infrastruktur."
2,titel,,2.1 Entwicklung der Einwohner_innen
2,titel-sm,,"Einwohnerregisterstatistik, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_02,
2,titel-sm,,Dichte in EW/ha je Block (31.12.2015)
2,image,070505_Abb_08.png,
2,text,,"Wachstum in den letzten 5 Jahren prozentual etwas unterhalb des bezirklichen Vergleichswertes<br>- Die BZR Mariendorf weist in allen Planungsräumen im Vergleich zum Vorjahr ein Wachstum auf. Den höchsten prozentualen Anstieg der Einwohner_innenzahl im Vergleich zum Vorjahr weisen die PLR Imbrosweg und Birnhornweg auf.<br>- In den vergangenen fünf Jahren ist die Einwohner_innenzahl in Mariendorf prozentual etwas weniger gestiegen als im Bezirk. Auffallend hoch ist der im PLR Fritz-Werner-Straße, wo in fünf Jahren die Einwohner_innenzahl um rund 7,5% gestiegen ist.<br><br>Kommentar Jugendamt: Auffällig ist der hohe Anstieg bei den Kindern unter 7 Jahren zwischen 2011 und 2015. Das Wachstum betrug 17% und damit hat Mariendorf gemeinsam mit der Bezirksregion Tempelhof den höchsten Zuwachs in dieser Altersgruppe. "
2,titel,,2.2 Altersstruktur
2,titel-sm,,"KID B1 und B2, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_03,
2,titel-sm,,"Altersgruppen absolut und Anteile in %, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_04,
2,titel-sm,,"Prozentuale Veränderung der EW in fünf Jahren in 8 Altersgruppen, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_05,
2,text,,"Hoher Altersdurchschnitt und hohe Senior_innenanteile<br>- Ist-Stand: In der BZR Mariendorf ist mehr als jede vierte Person im Alter über 65 Jahre. Hierbei muss berücksichtigt werden, dass sich in der Region mehrere Einrichtungen für Senior_innen und pflegebedürftige Menschen befinden. Der Anteil der über 65-Jährigen in der BZR liegt im bezirklichen Vergleich im Bereich der Aufmerksamkeitsstufe 3 und im gesamtstädtischen Vergleich im Bereich der Aufmerksamkeitsstufe 2.<br>- In den vergangenen fünf Jahren ist die Altersgruppe 0 bis unter 6 Jahren in der Bezirksregion stark gewachsen. Ebenso lässt sich ein deutliches Anwachsen der Altersgruppe 80 Jahre und älter feststellen.<br>- Im PLR Hundsteinweg liegen zwei stationäre Pflegeeinrichtungen, die den hohen Anteil an älteren Personen an den Einwohner_innen mitbedingen."
2,titel,,2.3 Einwohner_innen mit Migrationshintergrund
2,titel-sm,,"KID B3 und B4, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_06,
2,text,,"Mehr als jede dritte Person mit Migrationshintergrund<br>- Im Durchschnitt weist ca. jede dritte Person in Mariendorf statistisch einen Migrationshintergrund auf. Am stärksten sind hierbei in den Herkunftsgebieten die Türkei und Polen sowie die Staaten des ehemaligen Jugoslawien und der ehemaligen Sowjetunion vertreten. <br>- Es ist davon auszugehen, dass es sich bei der Gruppe der Einwohner_innen mit Migrationshintergrund um keine homogene Gruppe handelt, sondern Unterschiede bezüglich der Dauer des Aufenthalts, des Herkunftslands, der ethnischen Zugehörigkeit, des Geschlechts, der Lebensläufe und vor allem ihrer sozialen Lage vorliegen.<br>- Mehr als die Hälfte der Kinder und Jugendlichen unter 18 Jahren haben einen Migrationshintergrund. Der Migrationshintergrund besteht jedoch nur im statistischen Sinne, die meisten Kinder und Jugendlichen haben keine eigene Migrationserfahrung.<br>- Der Anteil der über 65-Jährigen mit einem Migrationshintergrund ist in der Bezirksregion vergleichsweise gering und liegt deutlich unter dem bezirklichen Durchschnitt."
2,titel-sm,,Anteil der EW mit Migrationshintergrund an den EW gesamt in %. Stand 31.12.2015. Quelle: AfS
2,map-pr,Abb_09,
2,titel,,2.4 Wanderungen
2,titel-sm,,"KID C2 und C3, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_07,
2,text,,Wanderungszuwachs<br>- Für die BZR Mariendorf ist insgesamt ein Wanderungsgewinn zu verzeichnen. Der Wert des Wanderungssaldos insgesamt liegt in der BZR etwas unter dem bezirklichen und gesamtstädtischen Vergleichswert. Bei den unter 6-Jährigen zeigt sich nur ein geringfügiger Wanderungsgewinn in der BZR Mariendorf.<br>- Veränderung: Im Vergleich zum Vorjahr ist der Wanderungssaldo in der BZR Mariendorf leicht gestiegen. Aus methodischen Gründen ist ein Vergleich zum Stand fünf Jahre zuvor nicht möglich.
2,titel-sm,,"Wanderungssaldi je 100 EW, Stand 31.12.2015. Quelle: AfS"
2,barchart,Abb_10,
2,titel,,2.5 Bevölkerungsprognose
2,titel-sm,,Auszug Bevölkerungsprognose 2016 mittlere Variante. Quelle: SenStadtUm
2,table,tab_08,
2,text,,"Steigende Zahl der Einwohnenden<br>- In der Bezirksregion Mariendorf ist ein Ansteigen der Einwohner_innenzahl bis 2030 prognostiziert, der Anstieg ist vor allem durch ein Wachsen der Anzahl der Personen in den Altersgruppen unter 18 und über 80 Jahren bedingt. <br>- Die Anzahl der Einwohner_innen im Erwerbsalter zwischen 18 und 65 Jahren ist hingegen sinkend prognostiziert. "
2,titel,,2.6 Einwohner_innen mit Behinderung
2,text,,"Die folgende Tabelle weist die Daten aus der Statistik zu Menschen mit Behinderung, die vom Landesamt für Gesundheit und Soziales jährlich erstellt wird, aus. Eine Bewertung der Daten ist aufgrund fehlender fachlicher Vorgaben derzeitig nicht möglich."
2,titel-sm,,"Auszug Statistik zu Menschen mit Behinderung, Stand: 31.12.2015. Quelle: LaGeSo, eigene Tabelle"
2,table,tab_09,
3,titel,,3.1 Einordnung in die gesamtstädtische Sozialberichterstattung
3,titel-sm,,"KID F1-F5, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_10,
3,titel-sm,,Ausschnitt BZR 070606 MSS 2015. Quelle: SenStadtUm
3,image,070505_Abb_11.png,
3,text,,"Status-Index durchgehend mittel<br>- Die BZR Mariendorf wurde im Monitoring Soziale Stadtentwicklung 2015 mit dem Status-Index mittel und dem Dynamik-Index stabil bewertet. Im MSS 2013 hingegen wurde die Dynamik der BZR noch mit negativ bewertet.<br>- Die Planungsräume in der Bezirksregion weisen den Status mittel auf. Bis auf die PLR Fritz-Werner-Straße und Birnhornweg, in denen der Dynamik-Index negativ ist, weisen die PLR in Mariendorf den Dynamik-Index stabil auf."
3,titel,,3.2 Erwerbsbeteiligung und Arbeitslosigkeit
3,titel-sm,,"KID D1 und D2, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_11,
3,titel-sm,,KID D2. Stand: 31.12.2015. Quelle: AfS
3,map-pr,Abb_12,
3,text,,Arbeitslosigkeit erhöht<br>- Ist-Stand: In der BZR Mariendorf liegt ein höherer Anteil an Arbeitslosen an den Einwohner_innen im Erwerbsalter vor als im Bezirk und im Land Berlin. Der Anteil der sozialversicherungspflichtig Beschäftigten ist höher als im Bezirk.<br>- Veränderung: Der Anteil der sozialversicherungspflichtig Beschäftigten ist in der BZR in den vergangenen fünf Jahren gestiegen. Der Anteil der Arbeitslosen hat sich geringfügig verringert.
3,titel,,3.3 Transferleistungsabhängigkeit
3,titel-sm,,"KID D4, D4+, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_12,
3,titel-sm,,KID D4. Stand: 31.12.2015. Quelle: AfS<br>Anteil aller Personen in Bedarfsgemeinschaften nach SGB II an den EW unter 65 J. (%)
3,map-pr,Abb_13,
3,text,,"Armutsrisiko erhöht<br>- Ist-Zustand: Der Anteil der Leistungsberechtigten nach SGB II an den Einwohner_innen unter 65 Jahren ist in der Bezirksregion Marienfelde im Vergleich zum Bezirk deutlich erhöht (Aufmerksamkeitsstufe 3) auch im gesamtstädtischen Vergleich sind die Indikatorwerte vergleichsweise hoch (Aufmerksamkeitsstufe 2), fast jede vierte Person dieser Altersgruppe erhält Leistungen zur Sicherung des Lebensunterhaltes nach SGB II. <br>- Veränderung: Der Anteil der Leistungsberechtigten ist in den vergangenen Jahren in der Bezirksregion leicht gestiegen. Der Vergleich zum Stand fünf Jahre zuvor ist jedoch nicht möglich."
3,titel,,3.4 Soziale Situation von Kindern und Jugendlichen
3,titel-sm,,"KID D3, D5, E7, E8, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_13,
3,titel-sm,,"KID D5, Stand: 31.12.2015. Quelle: AfS<br>Anteil der Personen in Bedarfsgemeinschaften (BG) nach SGB II unter 15 J. an EW unter 15 J. (%)"
3,map-pr,Abb_14,
3,text,,"Kinder- und Jugendarmut leicht über bezirklichem Durchschnitt<br>- Ist-Zustand: In der Bezirksregion ist der Anteil der Kinder und Jugendlichen Transferleistungsbezug im Vergleich zum Bezirk und zu Gesamtberlin leicht erhöht. Die Jugendarbeitslosigkeit weicht vom bezirklichen Durchschnitt leicht ab. <br>- Alleinerziehende tragen – und dies gilt bundesweit – aus mehreren Gründen das höchste Armutsrisiko. Von allen Bedarfsgemeinschaften mit Kindern nach SGB II sind in Mariendorf 51,9% alleinerziehend.<br>- Veränderung: Der Anteil an Jugendarbeitslosigkeit ist in den vergangenen fünf Jahren in der Bezirksregion gesunken. Der Anteil an Kindern und Jugendlichen mit Hilfen zu Erziehung ist in den letzten fünf Jahren in der Bezirksregion leicht gestiegen."
3,text,,"Kommentar Jugendamt: Im Planungsraum Rathausstraße leben mit 37,3% auffällig viele junge Menschen unter 15 Jahren in Familien mit SGB II Bezug, da es sich hier auch um einen einwohnerstarken Planungsraum handelt erscheinen hier entsprechende Handlungsstrategien sinnvoll. Auch die beiden Planungsräume Fritz-Werner-Straße und Eisenacher Straße weisen einen über dem bezirklichen Durchschnitt liegenden Anteil  an armen Kindern auf. Im PLR Rathausstr. ist der Anteil an Kindern in Bedarfsgemeinschaften mit SGB II-Bezug auffällig hoch. Da auch in den Planungsräumen Fritz-Werner-Straße und Eisenacher Straße beinahe jeder 3. junge Mensch unter 15 Jahren in einer armen Familie aufwächst, bedarf es hier einer integrierten Handlungsstrategie."
3,titel-sm,,"KID D3, Stand: 31.12.2015. Quelle: AfS<br>Anteil Arbeitslose nach SGB II und III unter 25 J. EW im Alter 15 bis unter 25 J. (%)"
3,map-pr,Abb_13,
3,titel,,3.5 Soziale Situation von Senior_innen
3,titel-sm,,"KID D6, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_14,
3,titel-sm,,"KID D6, Stand: 31.12.2015. Quelle: AfS<br>Anteil Leistungsberechtigte von Grundsicherung (außerhalb von Einrichtungen) nach SGB XII im Alter von 65 J. und mehr an EW dieser Altersgruppe (%)"
3,map-pr,Abb_16,
3,text,,Geringeres Armutsrisiko<br>- Ist-Zustand: In der BZR Mariendorf ist der Anteil der Leistungsberechtigten von Grundsicherung im Alter nach SGB XII geringer als im Bezirk und auch als in Gesamtberlin.<br>- Veränderung: In den vergangenen fünf Jahren ist der Anteil der Leistungsberechtigten in der Bezirksregion allerdings gestiegen.
4,titel,,4.1 Vorschulische Bildung
