ref,type,datasource,content
1,text,,"Die Kernindikatoren zum Stand Dezember 2015 zeigen für die BZR auffällige Werte in Bezug auf:<br>- Den Anteil der Einwohner_innen in einfacher Wohnlage (Aufmerksamkeitsstufe 2 im bezirklichen Vergleich)<br>- die Relation der Fläche der öffentlichen Spielplätze zu der Anzahl der Einwohnenden (Aufmerksamkeitsstufe 2 im bezirklichen und gesamtstädtischen Vergleich)<br>- den Anteil der betreuten Kinder in öffentlich geförderter Kindertagesbetreuung an Kindern unter 6 Jahren (Aufmerksamkeitsstufe 2 im bezirklichen und gesamtstädtischen Vergleich)<br>- den Anteil 65-Jähriger und Älterer mit Migrationshintergrund an dieser Altersgruppe (Aufmerksamkeitsstufe 2 im bezirklichen und Aufmerksamkeitsstufe 3 im gesamtstädtischen Vergleich) <br>- den Anteil der Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse (Aufmerksamkeitsstufe 3 im bezirklichen Vergleich)<br>- den Anteil der sozialversicherungspflichtig Beschäftigten am Wohnort an Einwohner_innen im Alter 15 bis unter 65 Jahre (Aufmerksamkeitsstufe 2 im bezirklichen Vergleich)<br>- den Anteil von Schüler_innen nicht deutscher Herkunftssprache an den Schüler_innen der öffentlichen Grundschulen (Aufmerksamkeitsstufe 2 aufgrund fachlichem Grenzwert)<br>Gemäß den Daten des MSS 2015 wies die BZR den Status-/Dynamik-Index 2+/- (mittel/stabil) auf (keine Veränderung zu MSS 2013).<br>In der BZR gelten für die Gebiete Barbarossaplatz / Bayerischer Platz (reicht bis in BZR Schöneberg Nord), Kaiser-Wilhelm-Platz (reicht bis in die BZR Schöneberg Nord) und Schöneberger Insel gelten soziale Erhaltungsverordnungen (Milieuschutz). Für ein weiteres Verdachtsgebiet in der BZR wird gegenwärtig überprüft, ob die Voraussetzungen für eine soziale Erhaltungsverordnung vorliegen."
1,titel,,1.1 Bayerischer Platz
1,titel-sm,,"Ausschnitt PLR 07020201. Quelle: BK10, GeoVerm BA-TS"
1,image,070202_Abb_02.png,
1,text,,"Der PLR liegt zwischen der Hohenstaufenstraße und der Badenschen Straße. Westlich endet der PLR an der Bezirksgrenze zu Charlottenburg-Wilmersdorf, die entlang der Bamberger Straße verläuft, östlich endet der PLR an der Dominicusstraße / Martin-Luther-Straße. Die Siedlungsstruktur weist als Hauptprägung die verdichtete Blockrandbebauung und als Nebenprägung den Siedlungsbau der 50er Jahre auf. Der PLR umfasst eine Fläche von rund 54 Hektar und gehört zu den kleinsten PLR des Bezirks. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. <br>Zum Ende 2015 waren im PLR rund 10.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um rund 1% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag unter dem bezirklichen Durchschnitt. Die Altersstruktur zeigte einen verhältnismäßig geringen Anteil an unter 18-Jährigen auf, der Anteil der über 65-Jährigen lag über dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 45,2 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR keine auffälligen Werte. Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf."
1,titel,,1.2 Volkspark (Rudolph-Wilde-Park)
1,titel-sm,,"Ausschnitt PLR 07020202. Quelle: BK10, GeoVerm BA-TS"
1,image,070202_Abb_03.png,
1,text,,"Der PLR liegt unterhalb der Badenschen Straße und reicht bis an die Stadtautobahn A100 und die Trasse der Ringbahn. Westlich reicht der PLR bis an die Bezirksgrenze zu Charlottenburg-Wilmersdorf, östlich reicht der PLR bis an die Dominicusstraße. Die Siedlungsstruktur weist als Hauptprägung die verdichtete Blockrandbebauung und als Nebenprägung den Siedlungsbau der 50er Jahre auf. Der PLR umfasst eine Fläche von rund 62 Hektar und gehört zu den kleineren PLR des Bezirks. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. <br>Zum Ende 2015 waren im PLR rund 10.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um rund 7% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag bei rund 24%. Die Altersstruktur wies auf vergleichsweise geringe Anteile an unter 18-Jährigen und über 65-Jährigen hin. Der Altersdurchschnitt lag bei 41,3 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- die Häufigkeitszahl der kiezbezogenen Straftaten<br>- einen vergleichsweise geringen Anteil an Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse<br>- einem vergleichsweise hohen positiven Wanderungssaldo je 100 Einwohner_innen<br>- den erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Arbeitslosen nach dem SGB II und III unter 25 Jahren an der entsprechenden Altersgruppe <br>- einen vergleichsweise hohen Anteil von Empfänger_innen von Grundsicherung im Alter nach SGB XII an den Einwohner_innen im Alter über 65 Jahren<br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im Planungsraum befinden sich eine Grundschule, ein Gymnasium und eine Jugendfreizeiteinrichtung sowie das Rathaus Schöneberg und eine Seniorenfreizeitstätte (und eine Hochschule)."
1,titel,,1.3 Kaiser-Wilhelm-Platz
1,titel-sm,,"Ausschnitt PLR 07020203. Quelle: BK10, GeoVerm BA-TS"
1,image,070202_Abb_04.png,
1,text,,"Der PLR liegt südlich der Grunewaldstraße und reicht bis an die Dominicusstraße. Westlich bildet der Verlauf von Martin-Luther-Straße und Dominicusstraße die Grenze des Planungsraumes, östlich verläuft die Grenze entlang der Bahntrasse der S1 sowie entlang der Langenscheidtstraße. Die Siedlungsstruktur des PLR ist homogen durch verdichtete Blockrandbebauung geprägt. Der PLR umfasst eine Fläche von rund 91 Hektar. Die Fläche des PLR wird überwiegend zur Wohnnutzung verwendet. <br>Zum Ende 2015 waren im PLR rund 18.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um etwas mehr als 2% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag bei rund 25%. Die Altersstruktur zeigte einen auffallend geringen Anteil an über 65-Jährigen, der Anteil der unter 18-Jährigen lag etwas über dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 40,4 Jahren.<br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>- die Häufigkeitszahl der kiezbezogenen Straftaten<br>- einem vergleichsweise hohen positiven Wanderungssaldo je 100 Einwohner_innen<br>- einen vergleichsweise geringen Anteil an Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse<br>- den erhöhten Anteil von Arbeitslosen nach SGB II und III an den Einwohner_innen im Alter zwischen 15 und 65 Jahren<br>- den erhöhten Anteil von Arbeitslosen nach dem SGB II und III unter 25 Jahren an der entsprechenden Altersgruppe <br>- den erhöhten Anteil von Personen in SGB II an den Einwohner_innen unter 65 Jahren<br>- einen vergleichsweise hohen Anteil von Empfänger_innen von Grundsicherung im Alter nach SGB XII an den Einwohner_innen im Alter über 65 Jahren<br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im PLR befinden sich eine Grundschule, eine integrierte Sekundarschule, drei Jugendfreizeiteinrichtungen sowie das Stadtbad Schöneberg ebenso liegt hier auch ein Oberstufenzentrum.<br>"
1,titel,,1.4 Schöneberger Insel
1,titel-sm,,"Ausschnitt PLR 07020204. Quelle: BK10, GeoVerm BA-TS"
1,image,070202_Abb_05.png,
1,text,,"Der PLR liegt südlich der Monumentenstraße und reicht bis an den Sachsendamm. Westlich wird der PLR durch die Bahntrasse der S1 begrenzt, östlich bildet die Bahntrasse der Nord-Süd-Bahn die Grenze des PLR. Die Siedlungsstruktur des PLR ist homogen durch verdichtete Blockrandbebauung geprägt. Der PLR umfasst eine Fläche von rund 129 Hektar. Die Fläche des PLR wird überwiegend durch Gewerbe- und Industrie, sowie durch großflächigen Einzelhandel genutzt. <br>Zum Ende 2015 waren im PLR rund 12.000 Personen melderechtlich registriert. In den fünf Jahren zuvor hat sich die Zahl der Einwohnenden im PLR um rund 2% erhöht. Der Anteil der Ausländer_innen an den Einwohnenden lag bei rund 24%. Die Altersstruktur wies auf den geringsten Anteil an Personen über 65 Jahren hin, der Anteil der unter 18-Jährigen lag etwas unter dem bezirklichen Vergleichswert. Der Altersdurchschnitt lag bei 38,9 Jahren.<br><br>Die Kernindikatoren zum Stand Dezember 2015 zeigen für den PLR auffällige Werte in Bezug auf:<br>• einen deutlich geringeren Anteil an Einwohner_innen mit mindestens fünf Jahren Wohndauer an derselben Adresse<br>• einem vergleichsweise hohen positiven Wanderungssaldo je 100 Einwohner_innen<br>• einen vergleichsweise hohen Anteil von Empfänger_innen von Grundsicherung im Alter nach SGB XII an den Einwohner_innen im Alter über 65 Jahren<br><br>Im MSS 2015 wies der PLR den Gesamtindex Soziale Ungleichheit 2+/- (mittel/stabil) auf.<br>Im PLR liegen eine Grundschule, ein Gymnasium und eine Jugendfreizeiteinrichtung sowie eine private (konfessionelle) Gemeinschaftsschule. Im PLR liegt auch das Entwicklungsgebiet Schöneberger Linse, auf dem in den kommenden Jahren mit umfangreichen Neubebauungen zu rechnen ist. Insgesamt stehen auf der Schöneberger Linse Flächen für rund 1.500 Wohnungen zu Verfügung."
2,titel,,2.1 Entwicklung der Einwohner_innen
2,titel-sm,,"Einwohnerregisterstatistik, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_02,
2,text,,"Wachstum prozentual stärker als Bezirk<br>- Die BZR Schöneberg Süd weist im Vergleich zum Vorjahr ein Wachstum auf, das über dem bezirklichen Wert liegt. <br>- Die Planungsräume weisen jedoch unterschiedliche Wachstumsraten auf, im PLR Bayerischer Platz ist das Wachstum deutlich geringer als in den anderen PLR.<br>- In den vergangenen fünf Jahren ist die Einwohner_innenzahl in Schöneberg Süd prozentual etwas geringer gestiegen als im Bezirk. Auffallend hoch ist der Anstiegswert in den PLR Volkspark und Schöneberger Insel. <br>- Schöneberg Süd ist dicht besiedelt, lediglich rund um den Bahnhof Südkreuz finden sich unbewohnte Blöcke, die Gewerbegebiete beinhalten oder durch die Autobahn und die Bahnnutzung bestimmt sind."
2,text,,Hinweis Schulamt: Bevölkerungsanstieg auf Schöneberger Insel hängt wahrscheinlich mit dem Wohnungsneubau Am Lokdepot zusammen (d.h. dieser Trend muss sich in den nächsten Jahren nicht fortsetzen zeigen ja auch die 2016 Daten). 
2,titel-sm,,Dichte in EW/ha je Block (31.12.2015)
2,image,070202_Abb_06.png,
2,titel,,2.2 Altersstruktur
2,titel-sm,,"KID B1 und B2, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_03,
2,titel-sm,,"Altersgruppen absolut und Anteile in %, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_04,
2,titel-sm,,"Prozentuale Veränderung der EW in fünf Jahren in 8 Altersgruppen, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_05,
2,text,,"Hauptsächlich Einwohnende im Erwerbsalter<br>- Ist-Stand: In der BZR Schöneberg Süd sind sowohl die Anteile der unter 18-Jährigen als auch die Anteile der über 65-Jährigen geringer als im Bezirk. Von allen Bezirksregionen in Tempelhof-Schöneberg weist Schöneberg Süd den geringsten Anteil von über 65-Jährigen auf. Die BZR Schöneberg Süd weist den geringsten Altersdurchschnitt der Bezirksregionen in Tempelhof-Schöneberg auf. <br>- Veränderung: Sowohl der Anteil der unter 18-Jährigen als auch der Anteil der über 65-Jährigen sind in den vergangenen fünf Jahren gestiegen. Die absoluten Mengen der verschiedenen Altersgruppen haben sich erhöht, jedoch hat die Gruppe der 18 bis unter 25-Jährigen und die Altersgruppe der 80 und mehr Jahre alten Personen sich in den vergangenen fünf Jahren verkleinert."
2,titel,,2.3 Einwohner_innen mit Migrationshintergrund
2,titel-sm,,"KID B3 und B4, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_06,
2,text,,"Türkei als Herkunftsschwerpunkt<br>- Im Durchschnitt weist mehr als jede dritte Person in Schöneberg Süd statistisch einen Migrationshintergrund auf. Am stärksten sind hierbei die Türkei und die EU-Kernstaaten als Herkunftsgebiete vertreten. Es ist davon auszugehen, dass es sich bei der Gruppe der Einwohner_innen mit Migrationshintergrund um keine homogene Gruppe handelt, sondern Unterschiede bezüglich der Dauer des Aufenthalts, des Herkunftslandes, der ethnischen Zugehörigkeit, des Geschlechts, der Lebensläufe und vor allem ihrer sozialen Lage vorliegen.<br>- Mehr als die Hälfte der Kinder und Jugendlichen unter 18 Jahren haben einen Migrationshintergrund. Der Migrationshintergrund besteht jedoch nur im statistischen Sinne, die meisten Kinder und Jugendlichen haben keine eigene Migrationserfahrung.<br>- Der Anteil der über 65-Jährigen mit einem Migrationshintergrund ist vergleichsweise hoch und liegt im bezirklichen Vergleich im Bereich der Aufmerksamkeitsstufe zwei und im gesamtstädtischen Vergleich im Bereich der Aufmerksamkeitsstufe drei."
2,titel-sm,,Anteil der EW mit Migrationshintergrund an den EW gesamt in %. Stand 31.12.2015. Quelle: AfS
2,map-pr,Abb_07,
2,titel,,2.4 Wanderungen
2,titel-sm,,"KID C2 und C3, Stand: 31.12.2015. Quelle: AfS"
2,table,tab_07,
2,text,,"Wanderungszuwachs<br>- Für die BZR Schöneberg Süd ist insgesamt ein Wanderungsgewinn zu verzeichnen. Der Wert des Wanderungssaldos insgesamt liegt in der BZR geringfügig über Bezirk und Land Berlin. Bei den unter 6-Jährigen zeigt sich ein geringerer Wanderungsgewinn in der BZR Schöneberg Süd als im Bezirk.<br>- Veränderung: Im Vergleich zum Vorjahr ist der Wanderungssaldo in der BZR Schöneberg-Süd gestiegen, auch der langjährig negative Saldowert der unter 6-Jährigen ist gestiegen und nun sogar positiv. Aus methodischen Gründen ist ein Vergleich zum Stand fünf Jahre zuvor nicht möglich."
2,titel-sm,,"KID C2 - Wanderungssaldi je 100 EW, Stand 31.12.2015. Quelle: AfS"
2,barchart,Abb_08,
2,titel,,2.5 Bevölkerungsprognose
2,text,,"Da in Tempelhof-Schöneberg Prognoseräume und Bezirksregionen identische Zuschnitte aufweisen, können hier direkt die Berechnungen aus der mittleren Variante übernommen werden."
2,titel-sm,,Auszug Bevölkerungsprognose 2016 mittlere Variante. Quelle: SenStadtUm
2,table,tab_08,
2,text,,Leicht sinkende Zahl der Einwohnenden<br>- In der Bezirksregion Schöneberg Süd ist ein leichtes Anstiegen der Einwohner_innenzahl zum Jahr 2020 und ein darauf folgendes Abfallen bis 2030 prognostiziert. Die Prognose geht vor allem von einer starken Alterung und einem Anwachsen der Anzahl der älteren Personen aus.<br>- Bis 2030 ist die Anzahl der Einwohner_innen im Erwerbsalter zwischen 18 und 65 Jahren sinkend prognostiziert. 
2,titel,,2.6 Einwohner_innen mit Behinderung
2,text,,"Die folgende Tabelle weist die Daten aus der Statistik zu Menschen mit Behinderung, die vom Landesamt für Gesundheit und Soziales jährlich erstellt wird, aus. Eine Bewertung der Daten ist aufgrund fehlender fachlicher Vorgaben derzeitig nicht möglich."
2,titel-sm,,"Auszug Statistik zu Menschen mit Behinderung, Stand: 31.12.2015. Quelle: LaGeSo, eigene Tabelle"
2,table,tab_09,
3,titel,,3.1 Einordnung in die gesamtstädtische Sozialberichterstattung
3,titel-sm,,"KID F1-F5, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_10,
3,titel-sm,,Ausschnitt BZR Schöneberg Süd MSS 2015. Quelle: SenStadtUm
3,image,070202_Abb_09.png,
3,text,,Stabile Dynamik<br>- Die Bezirksregion Schöneberg Süd wurde im Monitoring Soziale Stadtentwicklung dem Status-Index mittel und dem Dynamik-Index stabil zugeordnet. Diese Bewertung lag für die Bezirksregion sowohl im MSS 2013 als auch im MSS 2015 vor.<br>- Die Planungsräume in der Bezirksregion weisen alle den Status-Index mittel und den Dynamik-Index stabil im MSS 2015 auf.
3,titel,,3.2 Erwerbsbeteiligung und Arbeitslosigkeit
3,titel-sm,,"KID D1 und D2, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_11,
3,titel-sm,,KID D2. Stand: 31.12.2015. Quelle: AfS
3,map-pr,Abb_10,
3,text,,Arbeitslosigkeit unauffällig<br>- Ist-Stand: In der BZR Schöneberg Süd liegt der Anteil an Arbeitslosen an den EW im Erwerbsalter leicht unter dem bezirklichen und dem gesamtstädtischen Vergleichswert. Der Anteil der sozialversicherungspflichtig Beschäftigten ist geringer als die Vergleichswerte und liegt im bezirklichen Vergleich im Bereich der Aufmerksamkeitsstufe zwei.<br>- Veränderung: Der Anteil der sozialversicherungspflichtig Beschäftigten ist in der BZR in den vergangenen fünf Jahren deutlich gestiegen. Der Anteil der Arbeitslosen ist leicht gesunken.
3,titel,,3.3 Transferleistungsabhängigkeit
3,titel-sm,,"KID D4, D4+, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_12,
3,titel-sm,,KID D4. Stand: 31.12.2015. Quelle: AfS<br>Anteil aller Personen in Bedarfsgemeinschaften nach SGB II an den EW unter 65 J. (%)
3,map-pr,Abb_11,
3,text,,Armutsrisiko geringer<br>- Ist-Zustand: Der Anteil der Leistungsberechtigten nach SGB II an den Einwohner_innen unter 65 Jahren ist in der Bezirksregion Schöneberg Süd im Vergleich zum Bezirk geringer. <br>- Veränderung: Der Anteil der Leistungsberechtigten ist in den vergangenen Jahren in der Bezirksregion gesunken.
3,titel,,3.4 Soziale Situation von Kindern und Jugendlichen
3,titel-sm,,"KID D3, D5, E7, E8, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_13,
3,titel-sm,,"KID D5, Stand: 31.12.2015. Quelle: AfS<br>Anteil der Personen in Bedarfsgemeinschaften (BG) nach SGB II unter 15 J. an EW unter 15 J. (%)"
3,map-pr,Abb_12,
3,text,,"Kinder- und Jugendarmut unter dem bezirklichen Durchschnitt<br>- Ist-Zustand: In der Bezirksregion Schöneberg Süd ist der Anteil der Kinder und Jugendlichen im Transferleistungsbezug im Vergleich zum Bezirk etwas geringer, jedoch zählt auch hier jede vierte Person unter 15 Jahren zu den Personen in Bedarfsgemeinschaften. Die Jugendarbeitslosigkeit liegt etwas unter dem bezirklichen Durchschnitt. Alleinerziehende tragen – und dies gilt bundesweit – aus mehreren Gründen das höchste Armutsrisiko. Von allen Bedarfsgemeinschaften mit Kindern nach SGB II sind in Schöneberg Süd 48,4% alleinerziehend, das ist ein geringerer Anteil als im Bezirk.<br>- Veränderung: Die Anteile von Transferleistungsbezug und Arbeitslosigkeit von Kindern und Jugendlichen sind in den vergangenen fünf Jahren in der Bezirksregion gesunken. Der Anteil an Kindern und Jugendlichen mit Hilfen zu Erziehung ist in den letzten fünf Jahren in der Bezirksregion stabil geblieben."
3,titel-sm,,"KID D3, Stand: 31.12.2015. Quelle: AfS<br>Anteil Arbeitslose nach SGB II und III unter 25 J. EW im Alter 15 bis unter 25 J. (%)"
3,map-pr,Abb_13,
3,titel,,3.5 Soziale Situation von Senior_innen
3,titel-sm,,"KID D6, Stand: 31.12.2015. Quelle: AfS"
3,table,tab_14,
3,titel-sm,,"KID D6, Stand: 31.12.2015. Quelle: AfS<br>Anteil Leistungsberechtigte von Grundsicherung (außerhalb von Einrichtungen) nach SGB XII im Alter von 65 J. und mehr an EW dieser Altersgruppe (%)"
3,map-pr,Abb_14,
3,text,,"Armutsrisiko im Alter <br>- Ist-Zustand: In der BZR Schöneberg Süd ist der Anteil der Leistungsberechtigten von Grundsicherung (außerhalb von Einrichtungen) im Alter nach SGB XII deutlich höher als im Bezirk. Vor allem in den PLR Kaiser-Wilhelm-Platz und Schöneberger Insel, in denen nur sehr geringe Anteile älterer Menschen wohnen, sind die Anteile des Grundsicherungsbezugs auffallend hoch.<br>- Veränderung: In den vergangenen fünf Jahren ist der Anteil der Leistungsberechtigten in der Bezirksregion gestiegen."
4,titel,,4.1 Vorschulische Bildung
4,titel-sm,,"KID A6, E1, E4, Stand: 31.12.2015; 2010-2012. Quelle: AfS"
4,table,tab_15,
4,text,,"Unauffällige Werte<br>- Ist-Zustand: Im bezirklichen Vergleich liegt der Anteil der Einschüler_innen mit Sprachdefiziten in der BZR Schöneberg Süd in der Höhe des bezirklichen Vergleichswertes. Der Anteil der Kinder mit einer Kitabesuchsdauer über 2 Jahren ist höher als im Bezirk, der Betreuungsanteil liegt jedoch unter dem bezirklichen Vergleichswert.<br>- Veränderung: Der Betreuungsanteil der Kinder in öffentlich geförderter Kindertagesbetreuung ist in der BZR in den vergangenen fünf Jahren leicht gesunken."
4,titel,,4.2 Schulische Bildung
4,titel-sm,,"KID A6, E1, E4, Stand: 2015/2016. Quelle: AfS"
4,table,tab_16,
4,text,,"Mehr als die Hälfte der Schüler_innen nicht deutscher Herkunftssprache <br>- Ist-Zustand: Der Anteil der Schüler_innen nicht deutscher Herkunftssprache liegt über dem fachlichen Grenzwert von 40%, mehr als jede_r Zweite weist an den öffentlichen Grundschulen in der BZR Schöneberg Süd west dieses Merkmal auf (Aufmerksamkeitsstufe 2). Der Anteil der Schüler_innen mit Lernmittelkostenbefreiung liegt jedoch unter dem fachlichen Grenzwert von 40%. <br>- Veränderung: Der Anteil von Schüler_innen nicht deutscher Herkunftssprache ist in den vergangenen fünf Jahren in der BZR Schöneberg Süd leicht gestiegen. Der Anteil der lernmittelkostenbefreiten Schüler_innen ist in den vergangenen fünf Jahren hingegen deutlich gesunken."
5,titel,,5.1 Ergebnisse aus der bezirklichen Gesundheitsberichterstattung
5,titel-sm,,"Daten der Einschulungsuntersuchung 2016. Quelle: SenGPG, Grundauswertung ESU 2016"
5,table,tab_17,
5,text,,"Kommentar Gesundheitsamt: Vordere Rangplätze im Vergleich der Bezirksregionen werden beim Anteil der Kinder mit unversorgten Zähnen (1), beim Anteil der Kinder, bei denen im Haushalt eine rauchende Person lebt (2), und beim Anteil der Kinder mit auffälligen visuomotorischen Testergebnissen (3) und dem Anteil der Kinder mit Sprachdefiziten (1) erreicht. Diese Anteile liegen auch deutlich auch unter den berlinweiten Daten. Hintere Rangplätze im Vergleich der Bezirksregionen fallen bei dem Anteil der Kinder mit 2 Impfdosen gegen Masern (4), der Dokumentation der Vorsorgen (5), dem Anteil übergewichtiger Kinder (4). Nur die dokumentierten Vorsorgen liegen unter den Berliner Daten. <br>Im Schöneberger Süden leben kaum Kinder mit Sprachdefiziten, die Zahngesundheit ist ebenfalls sehr gut. Allerdings gibt es mehr übergewichtige Kinder zum Einschulungsalter als berlinweit."
5,titel,,5.2 Gesundheitliche Situation von Kindern und Jugendlichen
5,titel-sm,,"KID E2 & E3, Stand: 2010-2012. Quelle: AfS"
5,table,tab_18,
5,text,,Übergewicht und motorische Defizite geringer als im Bezirk<br>- Ist-Stand: Die Anteile an Kindern mit Übergewicht an den Einschüler_innen sind in der BZR Schöneberg Süd in der Höhe des bezirklichen Vergleichswertes. Der Anteil der Kinder mit motorischen Defiziten ist vergleichsweise gering.<br>- Veränderung: Es liegen keine Daten zum Stand vor fünf Jahren vor.
6,titel-sm,,Ausschnitt 070202 Einzelhandels- und Zentrenkonzept. Quelle: BA-TS
6,image,070202_Abb_15.png,
6,text,,"Das Stadtteilzentrum Kaiser-Wilhelm-Platz / Hauptstraße ist der herausragende und auch größte Einzelhandelsstandort in Schöneberg-Süd. In sonstigen integrierten Lagen überwiegt das Angebot an Nahrungs- und Genussmitteln. <br>Das Nahversorgungszentrum Bayerischer-Platz / Grunewaldstraße ist zwar flächenmäßig vergleichsweise gering ausgestattet, erfüllt aber mit seinem kleinteiligen Angebot eine Versorgungsfunktion für die umliegenden Wohnbereiche, es geht siedlungsräumlich und auch funktional in den Bezirk Charlottenburg-Wilmersdorf (Berliner Straße) über. <br>Die Einzelhandelsangebote im Bezirk Charlottenburg-Wilmersdorf stützen die Funktion des Nahversorgungszentrums, beispielsweise durch einen Lebensmittelvollsortimenter, einen Biomarkt sowie ergänzende kleinteilige Anbieter (u.a. Blumenladen, Apotheke) (Auszug Einzelhandel- und Zentrenkonzept, Seite 84).<br>Im Stadtentwicklungsplan Industrie und Gewerbe wird das EpB Gebiet 21 Schöneberg beschrieben, dieses liegt zwar im Ortsteil Schöneberg, das Gebiet gehört aber zur BZR Tempelhof."
6,titel-sm,,Ausschnitt 070202 STEP Industrie und Gewerbe. Quelle: Geoportal Berlin
